deal_value,days_since_created,stage_encoded,num_interactions,days_until_expected_close,closure_score,is_closed
69938.08,97,2,15,154,5.0,0
28054.84,118,0,10,129,5.0,0
136468.84,3,0,21,86,16.5,1
254068.45,115,2,2,21,5.0,0
230541.29,54,2,4,137,5.0,0
157423.56,79,3,8,124,6.9,0
41403.16,84,3,15,113,13.5,0
212600.42,108,2,21,92,5.0,0
308747.92,36,1,4,132,5.0,0
116408.22,116,2,21,-20,13.2,0
183558.59,46,1,16,139,5.0,0
14842.44,90,3,10,76,10.4,0
404302.63,35,3,0,122,12.3,1
126246.22,38,3,1,30,21.6,0
31603.4,54,3,1,56,14.2,0
4530.57,83,4,3,12,21.9,0
41012.81,6,2,20,121,31.1,0
14867.4,48,4,23,30,50.6,0
24736.99,53,0,13,83,5.0,0
77929.53,103,0,6,-28,5.0,0
122161.3,98,0,19,166,5.0,0
12664.43,55,4,22,180,32.5,1
21990.36,62,3,8,172,7.2,1
20096.18,63,4,18,155,28.6,0
16270.06,31,1,16,161,5.6,0
11942.15,14,1,10,81,12.7,0
85278.91,33,3,13,30,35.1,0
53128.87,66,2,14,-21,21.3,0
11737.1,24,0,24,166,5.2,0
23283.83,97,3,11,30,13.9,0
764836.71,85,1,12,107,5.0,0
24680.54,16,4,11,-11,52.3,1
84373.96,74,3,22,30,31.8,1
6599.62,48,0,2,30,5.0,0
54831.27,27,1,4,178,5.0,0
35798.84,90,1,11,104,5.0,0
52760.0,82,2,6,91,5.0,0
87971.62,97,0,12,85,5.0,0
4452.95,97,3,4,-7,10.6,0
358116.96,78,3,15,64,20.2,0
122586.85,79,3,13,30,21.3,0
88361.42,71,1,23,30,13.7,0
193206.27,68,3,7,168,5.0,0
97428.21,42,2,6,-6,19.0,0
57045.93,30,0,3,-30,5.0,1
202362.13,74,1,12,24,5.0,0
32151.67,10,0,20,51,16.9,0
246113.84,53,0,7,165,5.0,0
146154.33,97,1,24,41,5.8,0
16705.75,8,3,16,36,45.0,1
82871.67,24,3,2,15,28.3,0
84824.87,70,1,22,125,5.0,0
12687.17,71,1,14,30,5.0,0
365951.66,111,0,9,47,5.0,0
21266.95,38,4,8,74,34.2,0
160200.73,19,3,20,108,38.5,0
4298.55,111,0,7,152,5.0,0
75441.89,98,3,17,176,5.0,1
7463.01,96,4,16,55,26.7,1
5016.61,102,2,16,55,5.0,0
21948.54,111,3,1,86,5.0,0
13265.24,114,2,6,30,5.0,0
238721.98,36,3,9,30,30.2,0
103342.58,17,4,15,30,51.9,1
57535.02,3,3,3,153,21.8,1
36178.51,82,0,24,37,5.0,0
75644.92,15,0,21,-12,22.7,0
57753.14,55,1,20,30,15.5,0
106429.31,16,1,18,116,16.6,0
131819.97,2,2,0,106,13.8,0
19856.29,13,4,1,30,39.1,0
20250.51,6,1,8,112,10.0,0
53904.21,116,2,24,35,10.7,1
47788.57,40,3,1,24,21.6,1
22639.14,66,0,7,125,5.0,0
270284.4,64,4,6,131,18.7,0
11309.84,68,2,11,28,12.8,0
17613.24,25,1,12,-30,22.5,0
23103.39,18,0,10,30,6.6,0
48181.61,46,4,2,4,32.8,1
197192.51,55,1,14,30,9.5,1
293539.6,23,0,16,22,11.9,0
172093.22,54,0,13,148,5.0,0
70763.5,62,3,19,158,19.6,0
9003.38,14,2,10,141,16.7,0
9779.09,96,4,1,107,6.5,0
270850.11,7,2,14,24,34.5,0
202197.24,80,2,16,30,14.0,0
251244.18,104,3,20,45,19.3,1
139160.11,56,4,23,30,48.2,0
205735.5,5,3,19,112,41.3,0
137567.59,43,1,1,162,5.0,0
36826.78,93,1,18,-4,5.5,0
25436.81,119,0,0,50,5.0,0
67487.68,70,4,18,-10,43.0,1
20474.13,53,0,3,177,5.0,0
19161.07,115,0,18,173,5.0,0
51740.14,45,4,16,98,37.7,0
535976.36,114,4,22,177,15.1,0
110211.05,76,1,1,-18,5.0,0
186983.75,102,3,19,30,20.4,0
105889.3,119,2,0,66,5.0,0
106253.65,39,3,11,65,27.8,0
64114.41,81,0,13,71,5.0,0
94436.3,99,0,22,74,5.0,0
7392.51,88,2,2,77,5.0,0
156460.2,119,1,3,30,5.0,0
10736.42,96,2,2,116,5.0,0
27963.98,34,0,1,31,5.0,1
65641.55,9,2,22,90,35.3,1
23466.19,6,1,24,30,34.2,1
12442.47,89,3,4,132,5.0,0
300792.08,5,2,3,130,13.5,0
46116.71,80,4,8,-2,29.2,0
105769.51,17,0,17,177,5.0,0
76554.4,116,2,5,30,5.0,0
43368.02,11,2,21,84,34.3,1
11793.47,13,1,13,145,9.6,0
34709.82,66,3,22,30,34.2,0
33662.82,52,0,9,132,5.0,0
202339.12,8,3,8,152,25.4,0
86867.4,109,4,5,30,14.3,0
10566.52,76,1,10,153,5.0,0
41463.81,93,3,18,30,22.1,0
20074.21,94,3,19,-19,27.7,1
84417.01,107,2,5,-25,5.0,0
19193.62,34,2,2,27,14.1,0
53121.31,11,0,10,30,8.7,0
53910.89,61,3,18,149,19.8,0
193080.38,97,2,10,103,5.0,0
51698.98,38,0,15,142,5.0,0
199256.38,114,1,15,17,5.0,0
25740.36,60,1,10,30,5.0,0
65690.49,10,0,5,127,5.0,0
44084.7,113,0,18,56,5.0,0
17350.59,58,1,18,85,7.1,0
175860.65,35,1,20,30,21.5,0
10489.31,55,1,16,42,10.3,1
6373.55,30,2,8,120,12.0,0
160228.39,20,2,3,-25,24.5,0
21250.06,84,1,16,9,5.0,0
34245.68,39,4,0,96,23.7,0
37764.95,46,4,19,95,40.7,1
609943.5,15,1,9,30,16.5,0
7036.41,78,1,10,133,5.0,0
272615.75,105,2,12,92,5.0,1
790532.68,54,1,1,-5,5.0,0
173517.95,98,3,11,30,13.6,0
102862.42,8,4,21,30,60.6,0
10607.0,3,4,14,160,42.1,1
12795.09,49,3,19,4,38.9,1
111367.4,3,0,24,30,25.1,0
11720.43,2,1,11,136,11.8,1
49798.27,118,3,21,170,5.0,0
189214.97,36,1,23,92,18.0,1
268604.69,43,1,13,102,5.0,0
40505.61,34,3,22,6,46.2,0
27560.0,53,4,17,-8,46.9,1
21424.6,10,4,20,1,61.9,0
42862.78,80,0,19,-22,5.0,0
15554.08,28,1,2,3,8.3,1
11752.8,60,1,10,-4,7.4,0
71184.28,84,2,0,30,5.0,0
28271.4,19,0,4,-28,6.1,0
33713.44,104,1,14,174,5.0,0
219673.78,86,4,3,30,19.2,1
7066.36,29,2,13,30,26.3,0
49735.32,84,3,17,172,9.6,0
20716.98,110,1,13,47,5.0,0
48106.9,74,3,16,30,25.8,0
29642.29,59,4,7,173,17.0,0
241359.34,26,4,9,102,36.0,1
108040.21,67,2,24,7,28.2,0
12714.44,57,2,12,-26,22.5,1
8293.95,21,4,20,159,42.8,1
31099.0,112,3,12,82,5.2,0
321857.51,4,1,18,85,23.3,0
69791.41,112,1,2,-19,5.0,1
98077.48,11,1,5,104,6.3,0
23148.61,107,0,20,58,5.0,0
54007.07,23,2,12,-6,30.7,1
189731.01,38,3,21,61,38.5,0
6447.32,117,4,7,30,13.9,0
5133.0,5,1,1,6,13.9,0
178553.21,119,1,3,136,5.0,0
285909.06,61,2,23,153,14.4,0
62818.33,5,2,11,30,31.5,1
27384.32,73,1,5,37,5.0,0
32741.08,111,3,21,74,15.3,0
90793.54,112,4,24,111,24.3,1
54212.08,68,2,1,84,5.0,0
37120.37,21,3,24,30,49.7,1
57757.34,12,4,14,56,49.8,1
9486.74,102,4,20,122,22.2,1
7888.89,6,3,19,74,44.8,0
20579.64,40,4,13,-5,46.5,1
149960.65,118,2,3,147,5.0,0
131730.48,117,1,17,176,5.0,0
16598.72,81,4,10,30,27.7,0
37009.71,57,1,11,40,5.0,0
19597.42,19,4,8,117,35.6,0
167900.5,12,1,20,122,19.2,0
15118.28,30,1,11,83,8.7,0
36168.62,10,3,20,138,38.2,0
50990.83,91,4,24,54,36.3,1
82731.96,98,0,16,37,5.0,0
26912.08,25,2,1,30,15.5,0
7398.24,43,4,22,30,51.1,0
49351.93,105,0,20,27,5.0,0
10592.71,40,4,1,30,31.0,1
19965.83,118,0,13,36,5.0,0
11328.15,70,2,12,41,11.9,0
33717.3,11,3,14,99,35.8,1
131321.83,30,3,19,135,31.5,0
44482.76,38,3,5,117,16.9,0
75403.84,38,1,24,171,10.5,0
61613.5,89,3,18,103,16.0,0
17326.88,27,3,6,93,23.6,0
82412.58,10,4,13,30,52.0,0
68528.92,93,1,1,30,5.0,0
18453.83,57,1,13,57,5.2,0
21946.07,30,2,8,9,23.1,0
69933.06,110,3,14,52,10.8,0
13470.95,93,0,21,135,5.0,0
59064.99,41,0,21,71,6.6,0
58937.73,11,3,1,178,14.9,0
37012.59,84,3,16,28,23.0,0
51681.27,37,2,17,83,22.6,0
11912.57,24,0,11,104,5.0,0
13099.29,44,0,8,32,5.0,0
300793.63,46,0,24,33,11.9,0
6984.15,85,3,22,30,28.5,1
462916.84,85,0,23,43,5.0,0
21041.29,70,2,0,65,5.0,0
35311.71,41,3,4,30,23.7,1
22954.54,3,3,4,98,28.3,0
44454.73,59,0,23,30,7.3,1
8966.48,105,0,23,143,5.0,0
72640.59,58,1,12,98,5.0,0
24046.03,68,4,16,104,30.2,1
5064.81,106,4,5,30,15.2,0
52518.8,20,4,14,91,43.9,0
22450.57,104,0,8,108,5.0,0
21243.41,98,3,9,30,11.6,0
47018.42,85,1,24,30,10.5,0
139067.21,33,3,17,52,36.9,0
49286.97,8,3,7,125,27.1,0
25511.32,12,4,11,56,46.8,1
27455.8,70,3,13,30,24.0,0
38445.29,63,1,21,167,5.0,0
151197.55,32,4,7,148,27.6,0
19371.05,9,4,18,178,42.5,1
45600.82,17,1,3,168,5.0,0
40687.38,51,4,0,49,24.8,1
15550.79,84,0,3,30,5.0,0
33202.76,52,2,13,168,5.6,0
8853.44,86,0,12,115,5.0,0
44162.49,93,1,5,137,5.0,0
30932.99,119,0,4,113,5.0,0
138587.91,13,0,19,147,5.4,0
13952.33,81,1,22,-5,13.2,0
51541.46,74,0,16,42,5.0,1
38949.34,50,2,13,10,22.0,0
96993.07,27,3,9,-11,37.0,0
25915.31,64,1,19,30,11.8,0
132458.78,48,2,14,153,9.3,0
17626.48,11,0,21,125,10.2,1
14609.22,42,1,24,180,8.4,0
19891.2,8,4,4,35,43.1,1
139590.06,32,1,24,-21,31.5,0
74646.28,96,0,18,97,5.0,0
16429.03,49,3,9,85,20.8,0
95558.3,51,4,14,177,26.0,0
132324.14,74,4,10,30,29.8,0
51605.99,107,0,17,-12,5.0,0
13800.53,27,2,22,16,37.3,1
103154.07,100,4,0,-14,16.4,0
9682.34,58,0,2,50,5.0,0
21690.78,99,3,5,172,5.0,0
88610.55,77,3,15,56,21.3,0
62239.96,71,1,21,150,5.0,0
11382.27,51,1,23,16,21.1,0
21965.43,63,1,1,-10,5.0,0
10323.87,109,3,4,87,5.0,0
76729.94,1,1,9,113,12.4,0
12489.44,87,3,22,112,19.7,0
127258.67,18,1,7,90,7.6,0
121780.9,115,3,20,137,6.8,0
23647.15,96,3,14,85,11.7,0
10240.03,118,4,23,152,17.4,0
14797.79,71,2,23,-16,28.3,0
260932.7,99,3,16,30,18.3,0
29176.37,39,4,19,171,35.2,0
12356.67,2,1,17,83,23.1,0
61452.7,46,4,7,43,33.9,0
12760.91,20,2,19,10,37.0,1
61266.95,70,1,10,3,5.0,0
82596.62,93,3,14,-8,21.9,0
21362.74,28,1,11,30,14.6,0
53840.99,111,4,13,100,14.7,0
39500.71,87,2,5,109,5.0,0
96350.14,54,0,11,110,5.0,0
43241.44,30,1,17,30,20.0,0
5596.54,32,1,3,111,5.0,0
66461.38,82,2,18,10,17.4,0
60611.31,88,1,8,5,5.0,0
98554.63,70,1,10,-12,5.2,0
15119.97,6,2,20,56,37.6,0
18351.19,95,0,17,-19,5.0,0
232405.69,65,1,12,4,7.1,0
162679.9,25,1,5,-19,14.4,0
32999.29,7,3,4,178,19.1,0
84655.76,109,4,13,159,9.4,0
89581.79,91,1,23,61,5.0,0
116970.6,36,2,8,17,20.5,1
105361.78,73,0,19,66,5.0,0
100134.15,91,0,6,121,5.0,0
88329.8,37,3,17,50,35.9,1
3782.32,21,1,20,-13,30.0,0
170894.78,60,0,18,30,5.0,0
67758.84,18,0,6,159,5.0,0
169260.38,8,2,6,-25,31.1,0
158820.37,39,1,11,-14,15.7,1
71934.51,26,0,20,30,14.2,0
49870.28,110,3,2,71,5.0,0
177202.04,72,0,3,113,5.0,0
27201.41,41,4,3,30,32.7,0
85922.13,1,4,21,22,63.5,1
42337.95,81,3,24,30,31.7,0
50060.74,50,1,5,30,5.0,0
38178.57,46,4,20,111,40.1,0
33430.61,102,2,14,30,5.4,0
166408.62,87,3,10,-3,19.2,0
62096.16,10,1,4,-22,18.2,0
40268.29,63,4,17,162,26.9,0
27893.36,43,2,16,52,22.9,0
356028.82,82,2,10,174,5.0,0
80216.05,58,3,18,165,19.1,0
60573.51,31,4,18,145,39.2,0
115514.68,109,4,10,58,16.5,0
210204.48,101,2,14,30,5.7,0
256976.2,84,3,14,32,20.6,0
65457.58,108,0,19,30,5.0,1
30699.83,23,2,9,3,26.8,1
46688.77,71,4,2,11,24.6,0
36836.97,84,1,21,58,5.0,0
38266.45,6,2,4,30,24.2,0
76987.09,95,3,14,170,5.0,0
40070.93,42,0,16,-1,8.5,0
127766.82,6,4,10,118,41.4,0
36528.22,2,0,23,116,15.8,0
15044.85,110,2,20,38,8.2,0
5134.41,71,3,20,52,28.5,0
295574.07,1,1,1,118,5.0,0
94781.08,7,3,0,30,29.9,1
13501.65,3,2,19,72,35.9,1
58405.67,112,1,23,139,5.0,0
985725.61,25,3,4,53,26.2,0
100994.2,44,4,20,26,49.2,0
35624.22,69,4,2,69,19.4,0
5456.31,85,4,6,-26,28.1,0
68007.34,119,1,14,149,5.0,0
28110.51,91,4,24,133,28.4,0
6934.95,117,1,15,-17,5.0,0
23088.74,92,1,17,43,5.0,0
75488.35,69,0,20,144,5.0,0
30211.05,22,4,24,102,52.2,0
224609.01,70,4,7,30,28.0,0
210236.77,99,2,13,30,5.3,0
14014.7,60,0,20,48,5.0,0
24642.37,108,1,7,22,5.0,0
3114.57,72,1,19,175,5.0,0
24134.13,80,1,19,26,7.4,1
172496.41,75,1,6,135,5.0,0
153972.66,39,2,15,93,19.0,0
9809.11,63,2,13,100,9.1,1
8791.0,44,4,4,60,29.8,0
41223.62,34,2,18,-27,35.5,1
79437.46,12,3,10,30,38.4,1
13636.61,19,1,18,94,17.9,0
57548.32,13,2,3,30,21.1,1
219613.51,63,2,18,125,11.6,0
56805.05,72,0,24,122,5.0,0
7333.8,84,0,9,162,5.0,0
31975.3,80,3,19,97,20.3,1
68850.85,68,2,11,-6,16.2,0
50493.39,50,3,19,62,32.8,0
56041.84,38,0,17,30,7.6,0
59084.46,95,3,6,30,9.5,1
12774.2,6,4,8,10,50.2,0
65344.13,16,2,24,154,28.8,0
25067.23,37,1,20,70,16.9,0
68618.75,82,1,5,56,5.0,0
17032.87,83,2,3,76,5.0,0
58342.03,94,2,21,26,15.2,0
132840.87,74,2,21,19,21.9,0
13451.05,89,0,16,46,5.0,0
39393.02,37,3,24,90,38.9,0
16513.68,116,0,7,21,5.0,0
18146.6,119,0,17,30,5.0,0
16191.92,45,3,12,-4,33.9,0
63096.15,99,2,0,30,5.0,0
150697.42,104,0,1,47,5.0,0
45993.1,106,0,0,144,5.0,0
146787.11,85,2,1,30,5.0,0
314837.21,51,3,9,19,26.8,1
199731.69,33,4,0,-25,37.6,0
98229.38,29,3,13,30,36.3,0
350358.2,33,1,3,170,5.0,0
19135.76,76,1,8,101,5.0,0
46246.09,32,1,12,24,15.0,0
35736.34,53,1,4,117,5.0,0
58614.2,7,1,23,124,23.5,1
45577.4,106,1,18,30,5.0,0
46390.73,10,4,17,89,50.1,0
41691.19,99,4,16,140,17.3,1
16690.49,4,2,2,58,20.0,0
21082.7,77,2,3,31,5.0,0
90164.94,20,0,8,67,5.0,0
6181.8,105,4,13,121,14.4,0
2673.56,114,0,4,30,5.0,0
5832.52,77,1,8,30,5.0,0
49518.72,29,0,12,53,5.0,0
499385.53,5,0,1,140,5.0,0
8995.03,41,2,11,-9,24.6,0
36730.85,60,0,15,30,5.0,0
51146.96,32,3,16,70,34.4,0
10240.01,31,1,15,142,6.5,0
8867.61,111,4,11,30,19.7,0
284403.75,38,2,22,30,32.6,0
889619.62,108,0,19,-29,5.0,1
80170.11,95,2,21,30,14.5,1
100167.09,115,3,16,95,7.0,0
24193.62,93,3,9,30,13.1,0
356206.88,50,1,18,30,15.0,0
49983.35,92,4,11,103,18.1,1
22835.16,50,4,13,30,40.0,0
118391.22,98,0,22,64,5.0,0
107266.5,12,2,0,95,11.9,0
7980.54,88,3,16,156,9.0,0
72120.73,75,4,8,30,27.5,1
52488.75,99,0,4,30,5.0,0
27951.3,85,3,21,84,22.1,0
57502.34,117,0,7,-9,5.0,0
15614.96,92,1,13,156,5.0,0
67134.46,107,1,4,30,5.0,0
89496.68,37,4,19,103,42.6,0
56567.6,47,2,9,-9,20.8,1
460709.83,69,2,7,30,8.3,0
76271.82,45,1,12,28,10.7,0
257562.22,119,0,23,-21,5.0,0
45499.13,52,2,22,169,14.5,0
69568.73,119,3,17,46,11.7,0
91644.64,115,1,9,37,5.0,0
34323.96,31,4,2,12,36.5,0
40654.44,84,0,17,30,5.0,0
12989.68,71,4,16,74,32.3,0
20782.14,9,4,20,-26,64.9,0
64610.96,91,3,17,30,21.7,1
10468.73,29,2,19,120,23.3,0
101189.61,13,2,23,30,41.1,0
84539.98,50,2,14,71,16.9,0
18631.33,96,4,10,88,17.4,0
418774.44,6,3,15,133,34.9,0
98703.94,102,4,1,132,5.0,0
24677.3,81,3,8,16,17.1,0
95035.14,67,4,11,30,32.9,1
316709.91,84,2,22,26,19.2,0
26051.38,81,3,10,30,17.7,0
32368.51,60,3,22,26,36.4,0
128442.35,7,0,6,71,5.0,0
47669.88,104,2,11,-9,5.7,0
66488.18,17,3,4,30,30.9,0
49852.88,106,2,4,33,5.0,0
145840.2,86,1,23,9,11.3,1
47379.67,59,1,15,30,9.3,0
33688.55,2,3,5,27,36.7,0
35978.92,52,3,10,11,28.3,0
88417.65,61,4,17,71,36.6,0
177830.73,13,3,17,-16,49.7,1
92673.45,31,2,19,151,19.6,0
42044.66,40,4,23,78,48.2,1
75495.21,54,1,12,43,6.5,0
88559.01,63,2,24,30,27.1,0
14356.97,21,2,6,30,21.7,0
39922.27,24,4,5,30,39.8,0
17198.01,22,1,11,108,8.6,0
74672.73,55,4,14,23,40.2,0
20637.53,83,2,10,49,5.2,0
53104.13,100,4,15,0,30.0,0
47871.82,96,1,2,58,5.0,0
4178.48,38,3,13,168,19.8,0
317803.38,71,3,6,-8,20.5,0
10922.43,46,3,18,-29,42.1,1
72989.43,76,3,13,125,12.7,0
123428.2,87,3,13,34,18.5,0
17590.37,97,2,19,30,11.9,0
260195.93,66,4,8,89,24.3,0
4441.23,77,3,15,120,14.9,0
18799.02,48,2,11,55,16.1,1
24340.65,76,3,23,116,23.6,0
37090.67,14,4,18,118,47.0,0
9471.44,27,0,11,98,5.0,1
62666.55,14,1,2,137,5.0,0
3425.11,69,2,17,127,8.6,0
1887.84,82,0,2,165,5.0,0
157350.62,74,0,24,4,6.4,0
104632.12,61,0,6,31,5.0,0
41520.67,51,1,1,136,5.0,0
38012.99,93,4,0,30,14.1,0
307198.27,33,0,18,93,5.0,0
37778.6,37,2,7,134,7.5,0
54564.24,31,0,4,30,5.0,0
32244.86,74,1,16,30,5.8,0
14369.5,80,2,11,-7,12.7,1
61023.09,105,0,10,30,5.0,0
33245.98,21,0,4,30,5.0,0
28685.84,103,3,15,92,9.9,0
66231.05,66,1,1,98,5.0,0
14073.94,82,0,22,30,5.0,0
21954.7,2,0,10,-25,16.9,0
68037.94,24,4,13,62,44.6,0
52504.93,77,0,9,8,5.0,0
69986.26,101,1,9,17,5.0,0
7951.3,15,3,3,82,25.3,0
60911.71,28,4,8,30,41.6,1
30691.64,27,4,3,30,36.9,0
59379.93,100,1,18,74,5.0,0
119075.09,22,3,8,3,36.1,0
19948.13,85,1,12,137,5.0,0
107061.77,38,0,24,167,5.0,0
61531.21,111,3,14,22,13.5,0
21781.74,34,1,5,9,8.9,0
235236.7,24,3,18,141,31.7,0
22011.76,103,2,20,-8,14.9,0
235841.14,64,0,20,102,5.0,0
74501.41,102,2,24,90,9.4,0
152194.88,53,3,3,30,19.1,0
28753.51,30,4,1,6,36.4,0
27264.54,5,1,11,12,23.3,1
80327.65,70,0,18,125,5.0,0
35787.0,114,3,22,87,14.1,0
47617.15,31,0,2,114,5.0,0
66226.67,89,3,17,61,19.2,1
64679.22,106,3,20,30,20.2,0
47755.58,9,4,19,89,52.4,0
30713.43,104,3,3,164,5.0,0
99838.56,49,0,6,98,5.0,0
75268.68,104,1,24,79,5.0,0
13220.82,16,1,1,66,5.0,0
120296.57,106,0,8,30,5.0,0
463447.17,98,2,15,57,5.0,0
35600.01,22,1,1,30,6.4,0
243332.02,33,0,16,31,8.0,0
19568.21,3,0,1,7,5.0,0
384983.0,17,4,2,130,28.9,1
64124.07,83,3,22,162,15.9,0
246002.9,19,3,14,37,39.6,0
64964.06,69,4,20,30,41.3,0
45263.62,20,2,16,154,19.6,0
96704.19,16,1,21,-14,32.6,0
46831.24,47,3,22,-12,44.1,0
86734.95,14,0,24,4,24.4,0
13242.94,101,1,5,-24,5.0,0
18701.55,22,2,1,128,6.6,1
38398.96,19,3,14,-9,44.2,0
34268.05,99,0,16,30,5.0,0
145282.23,45,2,22,-28,36.3,0
36210.26,50,2,16,93,16.7,0
23666.57,98,4,5,6,20.0,0
35668.77,23,2,9,39,23.2,0
169597.4,60,1,1,101,5.0,0
60215.43,85,3,0,148,5.0,0
69541.09,76,4,7,30,26.2,0
66828.47,35,1,22,64,20.1,0
54023.64,1,4,21,85,57.2,0
19858.78,106,4,11,170,7.2,0
607300.13,91,3,2,-16,11.3,0
51193.83,61,1,6,4,5.0,0
60482.87,25,3,14,74,34.1,0
33019.14,92,4,5,115,10.9,0
26638.37,34,3,5,148,15.0,0
86795.97,56,0,4,97,5.0,0
221782.94,28,4,8,31,41.5,1
29182.12,53,4,6,153,19.8,0
181127.04,61,4,9,30,32.7,0
201588.88,36,2,23,83,28.9,0
27284.23,52,2,6,12,14.2,0
195554.15,24,3,13,89,31.9,0
53730.54,84,4,4,-1,23.9,0
10898.19,119,0,2,132,5.0,0
270758.37,64,0,9,31,5.0,0
51372.89,66,0,12,96,5.0,0
31983.41,113,4,8,129,6.2,0
81629.19,80,2,8,39,5.1,0
9541.1,74,1,3,94,5.0,0
3261.54,109,3,11,30,10.3,1
27745.86,56,4,21,30,46.2,0
36375.46,92,1,16,-22,5.6,0
19462.8,106,3,4,30,5.0,0
6863.14,42,2,20,177,14.7,1
6299.26,20,3,6,-8,35.8,1
353191.7,87,2,21,66,13.3,0
311550.48,115,2,19,117,5.0,0
9790.62,77,3,5,30,13.9,0
92470.44,78,3,20,30,28.6,0
121833.38,54,3,19,136,24.2,1
52457.37,55,0,15,56,5.0,0
28588.32,12,0,9,48,5.6,0
57209.37,42,4,16,36,44.8,0
207935.93,99,3,4,30,6.3,0
263637.64,10,1,9,98,11.2,0
38391.05,15,1,17,125,15.0,1
206716.53,41,1,16,52,13.5,0
11380.88,112,0,16,9,5.0,0
94511.91,1,0,23,90,18.7,0
23187.97,25,0,13,20,8.5,0
21946.16,88,4,3,151,6.5,0
166578.06,28,0,18,13,13.3,0
97884.5,68,1,8,161,5.0,0
3987.06,15,0,23,-24,25.9,1
13317.21,11,2,16,95,28.2,1
3896.58,116,0,22,52,5.0,0
31698.89,40,1,8,30,8.0,0
119378.62,86,4,0,21,17.1,1
24175.26,18,3,4,30,30.6,0
158679.4,88,0,23,30,5.0,0
26292.13,14,1,6,73,9.5,0
215606.54,106,3,14,40,13.2,0
393693.36,98,0,15,75,5.0,0
58922.24,5,0,18,-6,22.1,0
110104.09,105,3,6,-30,12.5,0
15666.48,105,3,17,99,10.6,0
75133.18,86,1,18,87,5.0,0
46019.42,88,1,0,160,5.0,0
168064.09,33,2,17,103,21.8,0
48996.31,93,2,6,10,5.0,0
26333.34,44,1,10,47,7.1,0
40791.49,65,0,5,142,5.0,0
37912.57,14,1,1,57,6.1,0
27512.64,81,1,10,50,5.0,0
9868.45,13,2,12,30,30.1,0
166449.63,104,4,7,21,18.7,0
41429.69,112,4,7,174,5.0,1
70590.87,87,4,5,49,19.0,0
58867.71,36,3,11,30,32.2,0
44552.35,50,0,5,-21,5.0,0
85694.71,55,0,21,97,5.0,0
39712.92,42,2,0,-28,15.2,0
26387.96,23,0,17,108,5.0,0
14955.13,29,4,16,100,42.3,0
45886.91,79,2,10,30,8.3,0
53759.48,18,2,1,30,17.6,0
13124.72,60,3,1,159,5.0,0
19988.44,30,4,4,129,27.1,1
29464.2,87,1,19,75,5.0,0
17397.29,83,3,24,30,31.1,0
59219.85,66,2,24,-28,32.0,0
5302.74,59,0,8,103,5.0,0
61092.72,54,4,16,128,32.0,0
49887.27,117,1,8,144,5.0,0
38418.25,51,2,6,87,7.0,0
64020.5,26,0,2,45,5.0,1
33575.03,3,0,6,95,5.0,0
58907.44,58,0,18,160,5.0,0
17886.71,53,0,24,30,10.1,0
166828.39,42,2,12,30,21.4,0
113010.89,107,0,4,30,5.0,0
568893.63,91,0,14,125,5.0,0
15545.8,114,4,20,103,20.5,0
96320.16,61,1,17,41,9.6,0
33507.3,105,0,0,99,5.0,0
61166.86,81,2,16,137,5.0,0
37835.26,98,4,8,30,20.6,0
35823.05,14,3,16,7,46.1,0
118309.03,117,3,14,30,10.9,0
69150.7,105,4,19,30,29.5,0
28573.06,87,4,23,142,27.7,0
57532.75,57,0,19,30,5.0,0
164639.99,119,0,21,13,5.0,0
124417.52,78,1,24,149,5.0,0
143853.53,17,0,6,2,5.7,0
9788.83,85,3,23,91,23.4,0
44991.13,48,3,7,38,23.8,0
218896.97,110,2,17,9,8.1,1
137582.04,5,0,12,175,5.0,0
11467.89,82,2,21,30,18.4,1
177473.95,14,4,12,90,43.8,1
15692.09,15,4,11,30,48.5,1
63852.94,64,2,15,89,11.9,0
6257.05,24,3,2,30,26.8,0
63176.68,48,1,12,117,5.0,0
35067.49,40,2,0,107,5.0,0
82761.57,47,3,8,141,14.8,0
22023.26,66,4,24,-22,51.4,1
8793.86,11,2,12,42,29.5,0
30174.78,103,2,24,125,5.6,0
77478.65,46,3,16,127,24.5,0
150063.7,36,1,7,177,5.0,0
23949.61,74,2,18,148,6.0,0
15917.07,113,1,13,136,5.0,0
20050.5,30,0,2,162,5.0,0
29207.78,37,1,17,128,8.1,0
262812.59,99,4,4,31,16.2,0
19936.44,8,4,0,-8,43.4,0
70157.47,59,0,18,13,5.0,1
17411.15,43,3,8,144,15.7,0
53616.96,8,1,11,130,10.6,0
8306.76,35,4,14,49,43.6,1
68041.33,89,2,16,30,11.3,0
71135.26,90,0,10,30,5.0,0
29142.99,7,4,11,-2,54.1,0
58415.08,102,4,18,0,32.4,1
17440.36,40,0,6,30,5.0,0
20861.7,32,4,16,150,36.4,0
98858.52,19,3,3,152,17.1,0
133304.96,100,3,19,33,20.7,0
208439.47,26,0,5,30,5.0,0
65220.07,106,1,16,118,5.0,0
12732.86,52,3,24,178,25.6,0
43275.62,81,3,13,84,15.3,0
7593.52,99,3,13,30,15.3,0
26366.07,95,0,20,69,5.0,0
208759.38,37,3,23,150,31.9,1
79861.05,112,2,20,14,10.0,0
86189.78,111,1,5,152,5.0,0
27878.06,92,2,5,121,5.0,0
2273239.13,30,3,21,30,44.0,1
51835.22,9,4,6,25,45.8,1
81078.44,75,4,0,107,11.8,0
